,index,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft,price,current_floor,total_floor,BHK,area
0,0,1,644,1,Poss. by Oct '24,1,4,2891,1861804,5.0,10,2,Dindoli
1,1,2,1278,1,Poss. by Jan '26,1,8,3551,4538178,6.0,14,2,Althan
2,2,2,1173,2,Ready to Move,2,3,3800,4457400,5.0,13,2,Pal
3,3,1,700,1,Ready to Move,1,3,3966,2776200,6.0,14,2,Jahangirabad
4,9,1,720,1,Poss. by Dec '25,1,3,3200,2304000,3.0,14,2,Palanpur
5,10,1,748,1,Poss. by Dec '25,1,3,3235,2419780,6.0,13,2,Jahangirabad
6,11,1,480,2,Ready to Move,1,3,2315,1111200,1.0,1,1,in
7,12,1,1650,2,Ready to Move,1,3,3125,5156250,7.0,10,2,NavYug
8,13,2,847,2,Ready to Move,3,3,5903,4999841,1.0,13,2,Adajan
9,14,2,1511,1,Poss. by Feb '26,1,5,2368,3578048,5.0,13,3,Dindoli
10,18,1,1000,1,Ready to Move,3,3,3185,3185000,3.0,5,3,Mota
11,19,1,731,2,Ready to Move,1,3,2736,2000016,2.0,5,1,Ramnagar
12,21,1,950,2,Ready to Move,1,4,2829,2687550,5.0,5,2,in
13,23,1,432,1,Ready to Move,1,4,3009,1299888,,1,1,in
14,25,1,910,2,Ready to Move,1,3,2857,2599870,1.0,5,3,Jahangirabad
15,27,2,1250,1,Ready to Move,1,8,3325,4156250,7.0,14,2,Palanpur
16,29,2,1105,2,Ready to Move,1,8,3842,4245410,9.0,14,2,Shivalik
17,30,2,1305,1,Poss. by Dec '26,1,3,3678,4799790,5.0,12,2,Althan
18,31,2,1290,2,Ready to Move,3,3,3488,4499520,5.0,13,2,Palanpur
19,32,2,975,1,Poss. by Apr '25,1,7,3282,3199950,6.0,13,2,Bamroli
20,33,2,1250,1,Ready to Move,1,3,2800,3500000,7.0,14,2,Jahangirabad
21,34,1,725,1,Poss. by Jan '25,1,8,3500,2537500,7.0,14,2,Godadara
22,35,2,1558,2,Ready to Move,1,5,3017,4700486,1.0,5,3,Palanpur
23,36,1,727,1,Ready to Move,1,3,3075,2235525,7.0,13,2,Jahangirabad
24,42,2,1326,2,Ready to Move,1,3,3771,5000346,9.0,14,2,Palanpur
25,44,2,1178,2,Ready to Move,1,3,3099,3650622,10.0,14,2,Jahangirabad
26,45,2,1900,2,Ready to Move,1,8,2632,5000800,7.0,14,3,Jahangir
27,49,1,680,1,Poss. by Jan '26,1,3,3747,2547960,6.0,14,2,Bamroli
28,50,1,721,2,Ready to Move,2,3,2936,2116856,3.0,5,2,Jahangirabad
29,52,1,545,2,Poss. by Dec '24,1,3,3451,1880795,13.0,14,2,Swagat
30,53,2,813,1,Poss. by Aug '25,1,3,3507,2851191,4.0,14,1,Palanpur
31,54,2,990,1,Poss. by Jul '24,1,3,2828,2799720,5.0,13,1,Palanpur
32,55,1,500,2,Ready to Move,3,3,3636,1818000,5.0,12,1,Jahangir
33,56,1,42,2,Ready to Move,1,3,1951,81942,,1,2,in
34,57,2,970,2,Ready to Move,2,3,3093,3000210,6.0,10,2,Adajan
35,59,1,750,2,Ready to Move,1,3,3304,2478000,3.0,5,2,Palanpur
36,61,2,1000,2,Ready to Move,3,3,3951,3951000,2.0,4,2,Adajan
37,62,2,813,1,Poss. by Feb '25,1,3,3567,2899971,7.0,14,1,Bhesan
38,63,2,550,2,Ready to Move,1,3,3636,1999800,5.0,5,1,Katar
39,69,2,1267,2,Ready to Move,3,6,3946,4999582,2.0,4,2,in
40,73,1,432,1,Ready to Move,1,3,2315,1000080,,1,1,in
41,76,1,441,2,Ready to Move,1,2,3509,1547469,3.0,5,1,Palanpur
42,83,1,605,2,Ready to Move,1,3,2686,1625030,2.0,5,1,Ram
43,93,2,1193,2,Ready to Move,2,3,3269,3899917,4.0,10,2,Nana
44,99,1,1446,2,Ready to Move,2,5,4006,5792676,4.0,4,2,L
45,100,1,950,2,Ready to Move,2,5,3043,2890850,2.0,4,2,Honey
46,102,1,750,2,Ready to Move,2,3,3333,2499750,5.0,6,2,503RIDDHI
47,104,2,1100,2,Ready to Move,1,3,3455,3800500,3.0,5,2,Rander
48,107,1,734,2,Ready to Move,3,3,2749,2017766,2.0,5,2,in
49,110,2,550,2,Ready to Move,2,5,2318,1274900,4.0,4,1,Udhna
50,112,1,800,2,Ready to Move,2,3,2500,2000000,1.0,4,2,vraj
51,119,1,945,2,Ready to Move,1,2,2787,2633715,4.0,4,2,Rustampura
52,122,1,1200,2,Ready to Move,1,4,2160,2592000,,3,3,in
53,123,2,1200,2,Ready to Move,1,3,2917,3500400,3.0,5,2,in
54,126,1,580,2,Ready to Move,3,3,2436,1412880,1.0,5,2,Amroli
55,129,2,861,2,Ready to Move,1,3,1220,1050420,4.0,4,2,in
56,139,2,1170,1,Ready to Move,1,8,3248,3800160,4.0,4,2,in
57,168,2,1200,2,Ready to Move,1,3,3917,4700400,2.0,7,2,Umra
58,178,1,3,2,Ready to Move,1,3,3429,10287,2.0,7,1,suman
59,200,2,1200,2,Ready to Move,1,1,3750,4500000,4.0,8,2,Palanpur
60,206,1,660,2,Ready to Move,3,3,3932,2595120,4.0,5,2,Rajhans
61,211,2,990,2,Ready to Move,1,1,3838,3799620,1.0,6,2,Varachha
62,212,2,1161,2,Ready to Move,2,3,4005,4649805,1.0,1,2,Surat
63,217,1,1000,2,Ready to Move,1,8,3529,3529000,3.0,5,2,Pal
64,221,2,1252,2,Ready to Move,1,3,3594,4499688,5.0,14,2,Swagat
65,223,2,1000,2,Ready to Move,3,3,2500,2500000,3.0,5,2,in
66,225,2,504,2,Ready to Move,1,4,3968,1999872,,1,1,in
67,227,1,800,2,Ready to Move,3,3,4167,3333600,5.0,7,2,Piplod
68,229,2,1050,2,Ready to Move,1,3,3714,3899700,8.0,12,2,Sangini
69,231,2,671,2,Ready to Move,2,3,2683,1800293,2.0,5,1,Vadod
70,232,2,1360,2,Ready to Move,2,3,2647,3599920,2.0,2,4,Udhna
71,233,2,1241,1,Poss. by Jul '24,1,3,3626,4499866,7.0,12,2,Althan
72,236,2,1384,1,Ready to Move,1,3,3505,4850920,7.0,13,3,Penttagon
73,237,1,546,2,Ready to Move,2,3,2597,1417962,2.0,5,1,Regent
74,242,1,532,1,Ready to Move,2,3,6203,3299996,,1,3,in
75,246,1,980,2,Ready to Move,3,3,3281,3215380,1.0,12,2,Palanpur
76,248,2,650,2,Ready to Move,1,3,3385,2200250,3.0,4,1,in
77,251,2,630,2,Ready to Move,1,3,3333,2099790,1.0,4,1,103
78,252,2,1127,2,Ready to Move,1,3,4259,4799893,16.0,19,2,Shiv
79,253,2,1312,2,Ready to Move,1,1,3800,4985600,2.0,5,2,Mota
80,261,1,1265,2,Ready to Move,1,3,3162,3999930,13.0,13,2,JT
81,273,1,880,1,Ready to Move,2,4,2564,2256320,1.0,5,2,Vraj
82,276,1,580,2,Ready to Move,1,8,4569,2650020,9.0,11,1,Akash
83,278,1,750,2,Ready to Move,2,5,2722,2041500,1.0,4,2,Swapna
84,281,1,1326,2,Ready to Move,2,3,3333,4419558,3.0,9,2,Mahavir
85,282,2,1250,2,Ready to Move,2,3,3280,4100000,11.0,12,2,Stuti
86,283,2,1235,2,Ready to Move,1,8,3239,4000165,1.0,2,2,in
87,284,2,970,2,Ready to Move,3,3,3918,3800460,3.0,5,2,Parishram
88,287,1,650,2,Ready to Move,3,8,3814,2479100,9.0,13,2,Ramaa
89,290,2,1000,2,Ready to Move,1,6,3500,3500000,5.0,5,2,Kailash
90,292,1,1058,2,Ready to Move,3,2,3214,3400412,1.0,7,2,Vaishnodevi
91,293,2,1203,2,Ready to Move,1,3,3832,4609896,6.0,12,2,Nakshatra
92,295,1,575,2,Ready to Move,2,3,2667,1533525,3.0,10,1,Jivandeep
93,296,2,1200,2,Ready to Move,1,3,3750,4500000,7.0,14,2,Siddhi
94,297,1,1050,2,Ready to Move,3,3,3477,3650850,2.0,12,2,Vaidehi
95,298,1,1450,2,Ready to Move,1,3,2118,3071100,,1,2,in
96,302,1,695,2,Ready to Move,3,7,3022,2100290,3.0,4,1,Angan
97,304,2,630,2,Ready to Move,1,3,2381,1500030,4.0,5,1,Ambika
98,307,2,1190,2,Ready to Move,3,3,3613,4299470,11.0,11,1,Echo
99,321,1,855,2,Ready to Move,2,4,2527,2160585,3.0,4,2,Samruddhi
100,322,2,1075,2,Ready to Move,2,3,2512,2700400,6.0,10,2,Siddhi
101,327,1,800,2,Ready to Move,3,1,4091,3272800,8.0,13,2,Sumeru
102,330,1,36,2,Ready to Move,1,5,3889,140004,2.0,13,1,214
103,334,2,900,2,Ready to Move,1,5,3222,2899800,1.0,1,2,in
104,349,2,1180,2,Ready to Move,3,7,4237,4999660,5.0,8,2,Kailash
105,356,2,1120,2,Ready to Move,3,3,3260,3651200,3.0,7,2,Nilkanth
106,363,1,550,2,Ready to Move,1,3,2638,1450900,4.0,5,1,Ambika
107,370,1,800,2,Ready to Move,1,3,3333,2666400,4.0,5,2,Parishram
108,372,1,400,2,Ready to Move,1,3,2750,1100000,7.0,7,1,star
109,376,2,1187,1,Ready to Move,2,6,2485,2949695,4.0,5,2,Jahangir
110,387,1,670,2,Ready to Move,1,3,3667,2456890,10.0,10,2,Samarth
111,388,1,680,2,Ready to Move,1,3,2400,1632000,2.0,3,1,Kadodar
112,396,1,578,2,Ready to Move,2,5,8636,4991608,,2,2,in
113,409,1,12,2,Ready to Move,3,2,76389,916668,,2,2,Gruham
114,419,2,950,2,Ready to Move,2,1,3158,3000100,3.0,6,2,Bhumi
115,423,1,750,1,Ready to Move,2,3,2435,1826250,2.0,5,2,Samruddhi
116,427,2,1141,2,Ready to Move,1,3,3418,3899938,2.0,3,3,Adajan
117,431,1,650,2,Ready to Move,1,1,3364,2186600,7.0,7,2,Punagam
118,433,1,680,2,Ready to Move,3,3,4500,3060000,6.0,14,2,in
119,441,2,1175,2,Ready to Move,1,6,3234,3799950,3.0,5,2,Rajhans
120,450,2,1155,2,Ready to Move,1,4,3500,4042500,6.0,13,2,Shagun
121,454,1,600,2,Ready to Move,2,7,3611,2166600,8.0,12,2,Ambica
122,473,1,700,2,Ready to Move,1,3,3684,2578800,4.0,5,2,Jay
123,480,2,1250,1,Ready to Move,1,5,2600,3250000,,2,3,in
124,490,2,1600,2,Ready to Move,3,1,2812,4499200,3.0,3,3,Lajpur
125,491,1,500,1,Ready to Move,1,1,2373,1186500,5.0,5,2,in
126,499,2,520,2,Ready to Move,2,3,5962,3100240,,2,2,in
127,503,1,700,1,Ready to Move,3,3,3512,2458400,4.0,5,2,Amroli
128,505,1,786,2,Ready to Move,3,2,3562,2799732,6.0,11,1,Kailash
129,507,1,713,2,Ready to Move,1,5,3498,2494074,4.0,15,2,Swagat
130,516,2,1350,2,Ready to Move,1,1,2815,3800250,1.0,2,2,in
131,523,2,1180,2,Ready to Move,1,3,2415,2849700,5.0,5,2,Jahangir
132,527,2,1235,2,Ready to Move,2,3,4049,5000515,,1,5,in
133,528,1,385,2,Ready to Move,1,3,3556,1369060,8.0,8,1,Suman
134,540,1,575,2,Ready to Move,2,6,3833,2203975,3.0,4,1,Subhash
135,541,1,1276,2,Ready to Move,1,4,2978,3799928,10.0,13,2,JT
136,546,1,675,2,Ready to Move,2,7,2817,1901475,,4,2,Aksharkunj
137,555,2,1100,2,Ready to Move,3,3,3364,3700400,6.0,7,2,Silver
138,556,2,975,2,Ready to Move,2,3,2871,2799225,7.0,9,2,Sankheswar
139,561,1,1250,2,Ready to Move,2,3,125000,156250000,,2,1,in
140,562,1,650,2,Ready to Move,1,1,2624,1705600,4.0,8,2,Radhakishan
141,564,1,1080,2,Ready to Move,1,1,3796,4099680,1.0,2,2,in
142,569,2,1256,2,Ready to Move,3,3,3165,3975240,13.0,13,2,JT
143,571,1,800,2,Ready to Move,1,4,4000,3200000,2.0,4,2,Thakordwar
144,575,1,90,2,Ready to Move,1,3,16667,1500030,1.0,1,1,Bhagal
145,582,1,623,2,Ready to Move,1,3,3981,2480163,5.0,5,1,Khadsad
146,587,1,1000,2,Ready to Move,2,3,2250,2250000,5.0,5,1,Hari
147,602,2,1175,2,Ready to Move,3,3,3404,3999700,2.0,7,2,Kailash
148,604,2,1065,2,Ready to Move,2,1,2347,2499555,3.0,5,2,Devadh
149,621,1,1100,2,Ready to Move,1,4,2977,3274700,2.0,5,3,AG
150,632,1,680,2,Ready to Move,2,1,2671,1816280,4.0,4,2,Sardar
151,638,2,1218,2,Ready to Move,2,3,2956,3600408,5.0,5,2,Palanpur
152,640,1,480,2,Ready to Move,2,1,2853,1369440,8.0,8,1,Pal
153,645,1,1150,2,Ready to Move,1,7,2917,3354550,3.0,5,2,Radhe
154,646,1,1024,2,Ready to Move,2,3,2344,2400256,5.0,5,2,Bhakti
155,653,1,550,2,Ready to Move,1,3,2733,1503150,8.0,12,1,Aastha
156,654,1,1011,2,Ready to Move,1,2,3250,3285750,14.0,14,2,Green
157,656,1,650,2,Ready to Move,1,1,2769,1799850,2.0,4,1,Dholakiya
158,663,2,730,2,Ready to Move,1,4,3151,2300230,5.0,5,1,Omkar
159,673,1,1450,2,Ready to Move,1,3,2429,3522050,,2,4,in
160,683,2,675,2,Ready to Move,2,3,3259,2199825,2.0,10,1,Nil
161,698,2,1020,2,Ready to Move,1,3,3285,3350700,2.0,4,2,"Shivalik,"
162,699,1,900,1,Ready to Move,1,3,5111,4599900,1.0,1,3,in
163,702,2,1175,2,Ready to Move,1,3,3234,3799950,3.0,5,2,Jahangir
164,706,1,775,2,Ready to Move,1,3,3759,2913225,3.0,4,2,Neelkanth
165,709,1,592,2,Ready to Move,1,4,7601,4499792,1.0,1,2,in
166,710,1,1100,2,Ready to Move,1,3,3205,3525500,11.0,12,2,Stuti
167,714,2,460,2,Ready to Move,1,3,3087,1420020,1.0,4,1,in
168,723,1,900,2,Ready to Move,2,3,2637,2373300,5.0,5,2,Amroli
169,747,2,550,2,Ready to Move,1,8,2545,1399750,3.0,4,1,Adajan
170,749,2,1209,2,Ready to Move,1,5,3739,4520451,8.0,13,2,Happy
171,755,2,616,2,Ready to Move,1,4,3247,2000152,1.0,4,1,Adajan
172,759,1,1200,2,Ready to Move,3,4,3750,4500000,6.0,11,2,Suryarath
173,762,1,300,2,Ready to Move,2,2,2600,780000,3.0,4,1,Tapi
174,769,1,650,2,Ready to Move,1,1,3545,2304250,7.0,7,2,ASHTVINAYAK
175,775,2,750,2,Ready to Move,1,3,3000,2250000,7.0,10,1,Rander
176,777,1,700,2,Ready to Move,1,8,2778,1944600,4.0,4,2,Society
177,794,1,750,2,Ready to Move,3,3,3182,2386500,4.0,4,2,Salabatura
178,797,1,750,2,Ready to Move,1,3,3889,2916750,7.0,10,2,Ravi
179,811,1,449,2,Ready to Move,2,2,3582,1608318,3.0,5,1,Sai
180,815,1,475,1,Ready to Move,1,3,4159,1975525,,1,1,in
181,819,1,500,2,Ready to Move,1,5,2667,1333500,,4,2,Akshar
182,826,1,850,2,Ready to Move,2,2,3361,2856850,5.0,5,2,Utran
183,827,2,1236,1,Ready to Move,1,3,3948,4879728,5.0,13,2,Shrungal
184,836,2,1200,2,Ready to Move,2,3,3500,4200000,4.0,5,2,Swayam
185,840,2,1013,2,Ready to Move,2,3,2566,2599358,5.0,5,2,Nest
186,841,1,1600,2,Ready to Move,1,2,5181,8289600,1.0,2,3,in
187,844,1,1066,2,Ready to Move,1,3,3752,3999632,9.0,10,2,Bhatar
188,851,2,740,2,Ready to Move,2,1,2973,2200020,4.0,5,1,Nova
189,858,2,750,2,Ready to Move,1,3,3733,2799750,3.0,5,1,Rameshwaram
190,861,2,1150,2,Ready to Move,1,3,3304,3799600,5.0,5,2,Raj
191,865,1,970,2,Ready to Move,1,4,2667,2586990,4.0,10,2,Anand
192,873,2,1300,2,Ready to Move,1,2,3077,4000100,1.0,4,3,Amroli
193,882,1,850,2,Ready to Move,1,3,2731,2321350,3.0,5,2,Swapna
194,888,1,1000,2,Ready to Move,2,3,2667,2667000,3.0,3,2,in
195,899,1,530,2,Ready to Move,1,5,2714,1438420,1.0,3,1,indrajit
196,906,2,432,1,Ready to Move,1,2,3009,1299888,,1,1,in
197,908,2,570,2,Ready to Move,1,3,4423,2521110,4.0,4,2,Katar
198,909,2,1355,2,Ready to Move,1,2,3100,4200500,5.0,7,3,Pragati
199,914,2,1084,2,Ready to Move,2,6,3090,3349560,5.0,5,2,Adajan
200,927,1,1173,2,Ready to Move,1,3,4007,4700211,14.0,14,2,Santvan
201,928,2,1228,2,Ready to Move,2,3,2850,3499800,2.0,5,2,Shagun
202,930,1,485,2,Ready to Move,1,1,3333,1616505,11.0,13,2,Jahangir
203,936,1,1147,2,Ready to Move,3,3,3333,3822951,4.0,8,2,Adajan
204,937,2,1405,2,Ready to Move,3,6,3203,4500215,4.0,4,2,Adajan
205,943,1,715,2,Ready to Move,2,3,2797,1999855,1.0,9,1,Athwa
206,945,2,580,2,Ready to Move,2,5,2759,1600220,8.0,8,1,Dabholi
207,947,1,650,2,Ready to Move,2,4,4000,2600000,3.0,4,2,Piplod
208,959,1,500,2,Ready to Move,1,4,2500,1250000,3.0,4,2,Katargam
209,966,2,1300,2,Ready to Move,2,3,3462,4500600,3.0,5,2,Pal
210,976,2,900,2,Ready to Move,1,4,1167,1050300,,1,2,in
211,980,1,625,1,Ready to Move,2,3,2857,1785625,3.0,3,1,Nanpura
212,981,1,900,1,Ready to Move,2,3,2909,2618100,,13,3,Muktanand
213,982,1,635,2,Ready to Move,3,5,2834,1799590,1.0,5,2,Pasodara
214,983,2,600,2,Ready to Move,3,7,3000,1800000,3.0,8,1,Parvat
215,985,2,960,2,Ready to Move,1,3,2708,2599680,4.0,4,2,Adajan
216,986,1,1050,2,Ready to Move,3,3,4234,4445700,8.0,9,2,Godadara
217,987,1,315,1,Ready to Move,1,3,11111,3499965,,1,3,in
218,988,1,900,2,Ready to Move,1,2,2273,2045700,1.0,2,2,in
219,990,2,555,2,Ready to Move,1,5,1532,850260,3.0,4,1,in
220,993,2,400,2,Ready to Move,3,3,2500,1000000,9.0,9,1,Nanpura
221,1013,1,486,2,Ready to Move,1,3,2533,1231038,8.0,14,2,Jahangirabad
222,1144,1,760,1,Poss. by Oct '24,1,4,2878,2187280,8.0,10,3,Dindoli
223,1146,2,1280,1,Poss. by Jan '26,1,3,3411,4366080,7.0,14,2,Anand
224,1147,1,700,1,Poss. by Jun '24,1,3,3739,2617300,6.0,14,2,Jahangir
225,1148,2,1185,1,Ready to Move,1,3,3784,4484040,5.0,14,2,Orchid
226,1150,2,1735,2,Poss. by May '26,1,3,2854,4951690,7.0,14,3,Godadara
227,1153,1,424,1,Poss. by Dec '25,1,3,3507,1486968,5.0,14,1,Palanpur
228,1154,1,734,1,Poss. by Dec '26,1,3,3371,2474314,6.0,12,2,Jahangirabad
229,1155,2,810,1,Poss. by Oct '24,1,5,2444,1979640,4.0,7,1,Dindoli
230,1156,2,648,1,Ready to Move,1,3,3009,1949832,,1,2,in
231,1157,1,1150,2,Ready to Move,1,3,2750,3162500,4.0,5,3,Jahangirabad
232,1159,2,1248,1,Poss. by Dec '24,1,8,4006,4999488,9.0,14,2,Althan
233,1161,2,750,2,Ready to Move,1,7,2881,2160750,1.0,5,1,Vesu
234,1162,2,1168,1,Ready to Move,1,3,3682,4300576,5.0,12,2,Althan
235,1163,2,1180,1,Ready to Move,1,3,3700,4366000,6.0,13,2,Orchid
236,1164,2,1305,1,Ready to Move,1,7,3678,4799790,5.0,14,2,Surat
237,1165,1,850,2,Ready to Move,1,3,3750,3187500,5.0,5,2,Jahangirabad
238,1166,1,688,1,Poss. by Jul '24,1,3,3600,2476800,7.0,14,2,Godadara
239,1167,2,1191,2,Ready to Move,2,5,2847,3390777,3.0,5,2,Palanpur
240,1170,2,1127,2,Poss. by Jul '24,1,3,3949,4450523,4.0,19,2,Shiv
241,1171,2,1203,2,Ready to Move,1,8,3534,4251402,10.0,13,2,Nakshatra
242,1173,1,1233,1,Ready to Move,1,3,3350,4130550,7.0,14,2,Palanpur
243,1175,1,700,1,Ready to Move,1,1,3692,2584400,9.0,14,2,Palanpur
244,1176,2,1200,2,Ready to Move,1,3,4167,5000400,3.0,5,2,Agam
245,1178,2,1205,2,Ready to Move,1,3,3900,4699500,3.0,5,2,Pal
246,1179,1,1075,2,Ready to Move,1,3,4465,4799875,5.0,5,2,Palanpur
247,1180,2,1175,2,Ready to Move,3,3,3574,4199450,2.0,12,2,Palanpur
248,1181,1,750,2,Ready to Move,2,3,3732,2799000,9.0,14,2,Palanpur
249,1182,2,1100,2,Ready to Move,1,8,2909,3199900,5.0,13,2,Pal
250,1183,2,1100,2,Ready to Move,1,2,3455,3800500,3.0,7,2,Adajan
251,1184,1,950,2,Ready to Move,3,3,2069,1965550,10.0,13,3,Jahangirabad
252,1185,1,925,2,Ready to Move,2,7,2256,2086800,3.0,4,2,in
253,1186,1,700,2,Ready to Move,2,3,3182,2227400,4.0,5,2,Vaishnodevi
254,1190,2,350,2,Ready to Move,1,3,3429,1200150,2.0,7,1,Suman
255,1191,1,600,2,Ready to Move,1,3,3542,2125200,1.0,1,3,in
256,1192,2,1100,2,Ready to Move,3,3,2636,2899600,,4,2,Udhna
257,1193,1,1050,2,Ready to Move,1,8,3502,3677100,2.0,5,2,Pal
258,1194,2,1200,2,Ready to Move,1,3,3750,4500000,4.0,7,2,Govindji
259,1195,1,800,2,Ready to Move,1,1,3250,2600000,8.0,13,3,veer
260,1196,2,1384,1,Ready to Move,1,3,3512,4860608,6.0,13,3,"Penttagon,"
261,1198,1,400,2,Ready to Move,2,8,3615,1446000,5.0,13,1,Orchid
262,1199,2,1320,2,Ready to Move,1,3,3561,4700520,6.0,13,2,Swicon
263,1205,1,1080,2,Ready to Move,1,1,3796,4099680,1.0,2,4,in
264,1209,2,675,2,Ready to Move,2,3,2963,2000025,2.0,10,1,Athwa
265,1211,2,682,2,Ready to Move,1,5,2346,1599972,2.0,5,2,Kadodara
266,1214,1,659,1,Ready to Move,1,3,2641,1740419,8.0,8,2,Dindoli
267,1215,1,642,1,Ready to Move,1,3,3895,2500590,5.0,14,2,Griva
268,1216,2,1278,1,Poss. by Jul '25,1,3,3861,4934358,6.0,14,2,Siddhi
269,1217,2,1265,1,Poss. by May '25,1,8,3411,4314915,7.0,14,2,Anand
270,1218,2,1251,1,Ready to Move,1,3,3800,4753800,5.0,14,2,Orchid
271,1220,2,1275,2,Poss. by May '26,1,3,2863,3650325,5.0,14,2,Godadara
272,1222,1,690,1,Ready to Move,1,3,3745,2584050,10.0,14,2,Palanpur
273,1224,1,660,1,Poss. by Jun '26,1,3,3083,2034780,5.0,14,2,Vanakala
274,1226,2,864,1,Ready to Move,1,4,3125,2700000,,1,3,in
275,1227,1,425,1,Ready to Move,1,3,3659,1555075,8.0,13,1,Palan
276,1229,2,1241,1,Poss. by Dec '24,1,8,3651,4530891,5.0,14,2,Althan
277,1231,2,1252,2,Ready to Move,1,7,3514,4399528,5.0,15,2,Swagat
278,1233,2,1300,2,Ready to Move,3,3,3846,4999800,5.0,13,2,Shubham
279,1234,2,1252,1,Ready to Move,1,3,3994,5000488,7.0,12,2,Swagat
280,1235,2,1205,1,Ready to Move,1,3,2851,3435455,5.0,13,2,Jahangirabad
281,1236,1,723,1,Ready to Move,1,7,3451,2495073,7.0,13,2,Shree
282,1237,2,1245,2,Ready to Move,2,5,2811,3499695,2.0,5,2,Crystal
283,1238,1,1200,2,Ready to Move,1,3,2412,2894400,,1,2,in
284,1240,2,1127,2,Poss. by Jul '24,1,3,3914,4411078,15.0,19,2,Shiv
285,1241,2,1246,2,Ready to Move,3,3,4013,5000198,5.0,13,2,Narayan
286,1243,2,1140,2,Ready to Move,1,8,3684,4199760,1.0,5,2,Pal
287,1244,1,800,2,Ready to Move,1,1,3435,2748000,5.0,12,2,Pal
288,1245,2,1360,1,Poss. by Jun '25,1,3,3309,4500240,3.0,13,2,Jahangirabad
289,1246,2,1205,2,Ready to Move,2,3,3734,4499470,4.0,5,2,Pal
290,1247,1,675,2,Ready to Move,1,3,3759,2537325,6.0,14,2,Green
291,1248,2,750,2,Ready to Move,1,3,3333,2499750,6.0,12,1,Palanpur
292,1249,1,780,2,Ready to Move,3,3,3837,2992860,6.0,10,2,Pal
293,1250,2,1051,2,Ready to Move,3,3,3996,4199796,4.0,12,2,Pal
294,1252,2,1200,1,Poss. by Mar '25,1,5,3000,3600000,8.0,14,2,Jahangir
295,1253,2,925,2,Ready to Move,1,5,2378,2199650,3.0,4,2,Minaxi
296,1257,2,1505,2,Ready to Move,1,5,3189,4799445,8.0,13,3,Green
297,1258,1,1150,2,Ready to Move,2,8,3477,3998550,3.0,5,2,Adajan
298,1259,2,735,2,Ready to Move,1,3,3743,2751105,5.0,14,1,Swicon
299,1261,2,750,2,Ready to Move,2,8,3067,2300250,5.0,13,1,Omkar
300,1264,1,688,1,Ready to Move,1,3,2700,1857600,8.0,8,2,Dindoli
301,1265,2,1215,1,Poss. by Sep '25,1,3,3991,4849065,6.0,14,2,Orchid
302,1266,2,1250,1,Ready to Move,1,3,3535,4418750,6.0,14,2,Orchid
303,1270,1,725,1,Ready to Move,1,4,3751,2719475,3.0,14,2,Palanpur
304,1271,1,852,1,Poss. by May '26,1,3,3206,2731512,5.0,14,3,Vanakala
305,1272,2,1170,1,Poss. by Jan '25,1,3,2691,3148470,4.0,11,2,Dindoli
306,1273,2,450,1,Ready to Move,1,3,2889,1300050,,1,1,in
307,1274,1,421,1,Ready to Move,1,3,3846,1619166,14.0,14,1,Jahangirabad
308,1276,2,1280,1,Poss. by Apr '26,1,8,3251,4161280,7.0,14,2,Jahangirabad
309,1279,2,1240,1,Ready to Move,1,7,3629,4499960,9.0,14,2,Swagat
310,1280,2,1050,2,Ready to Move,1,3,3143,3300150,4.0,6,2,Palanpur
311,1281,2,1155,2,Ready to Move,2,5,3290,3799950,7.0,13,2,Times
312,1285,1,865,2,Ready to Move,1,3,2646,2288790,9.0,12,2,Chanchal
313,1287,2,1127,1,Poss. by Nov '24,1,3,4000,4508000,7.0,19,2,Pal
314,1288,1,707,2,Ready to Move,1,3,3616,2556512,8.0,13,2,Jahangirabad
315,1290,2,1248,2,Ready to Move,3,3,3926,4899648,5.0,11,2,Palanpur
316,1291,1,400,2,Ready to Move,3,3,4000,1600000,7.0,13,1,Orchid
317,1293,1,1500,1,Ready to Move,1,3,2947,4420500,,2,3,in
318,1294,1,1285,2,Ready to Move,1,3,3268,4199380,10.0,10,2,Surat
319,1296,1,950,2,Ready to Move,3,3,1621,1539950,10.0,13,3,Jahangirabad
320,1298,2,1201,2,Ready to Move,1,4,3164,3799964,6.0,13,2,Green
321,1299,1,975,2,Poss. by Dec '24,1,8,3843,3746925,9.0,13,2,Shubham
322,1300,2,1127,1,Ready to Move,1,3,3683,4150741,10.0,19,2,Shiv
323,1301,1,680,1,Ready to Move,1,3,3600,2448000,4.0,14,2,Orchid
324,1302,2,750,2,Ready to Move,1,3,3333,2499750,5.0,13,1,Ramaa
325,1304,1,570,1,Ready to Move,1,3,2689,1532730,8.0,8,2,Dindoli
326,1305,2,1204,1,Poss. by Jan '26,1,3,3838,4620952,7.0,14,2,Sumerru
327,1306,2,1190,1,Ready to Move,1,3,4034,4800460,8.0,13,2,The
328,1310,1,700,1,Ready to Move,1,5,3951,2765700,4.0,13,2,Palanpur
329,1311,1,662,1,Poss. by Apr '26,1,3,3550,2350100,,14,2,Jahangirabad
330,1312,2,1381,1,Poss. by Jan '25,1,5,2691,3716271,7.0,11,3,Dindoli
331,1313,1,859,1,Poss. by Apr '26,1,3,2544,2185296,6.0,14,3,Jahangirabad
